alarm_id,alarm_name,alarm_text,trigger_tag,trigger_bit,plc_source,word_address,trigger_address
194,Discrete_alarm_194,Tricanter M133 ,Alarmword_9,5,PLC_Tricanter,DB102.DBW16,DB102.DBX17.5
195,Discrete_alarm_195,Tricanter M134 ,Alarmword_9,6,PLC_Tricanter,DB102.DBW16,DB102.DBX17.6
196,Discrete_alarm_196,Tricanter M135,Alarmword_9,7,PLC_Tricanter,DB102.DBW16,DB102.DBX17.7
197,Discrete_alarm_197,Tricanter M136 Inertization O2 alarm transmitter,Alarmword_9,8,PLC_Tricanter,DB102.DBW16,DB102.DBX16.0
198,Discrete_alarm_198,Tricanter M137 Inertization gas cooler warning,Alarmword_9,9,PLC_Tricanter,DB102.DBW16,DB102.DBX16.1
199,Discrete_alarm_199,Tricanter M138,Alarmword_9,10,PLC_Tricanter,DB102.DBW16,DB102.DBX16.2
200,Discrete_alarm_200,Tricanter M139 Polymer Station Common Alarm,Alarmword_9,11,PLC_Tricanter,DB102.DBW16,DB102.DBX16.3
201,Discrete_alarm_201,Tricanter M140 Polymer Station Flocculant min.,Alarmword_9,12,PLC_Tricanter,DB102.DBW16,DB102.DBX16.4
202,Discrete_alarm_202,Tricanter M141 Flocculant Concentrate min.,Alarmword_9,13,PLC_Tricanter,DB102.DBW16,DB102.DBX16.5
203,Discrete_alarm_203,Tricanter M142,Alarmword_9,14,PLC_Tricanter,DB102.DBW16,DB102.DBX16.6
204,Discrete_alarm_204,Tricanter M143,Alarmword_9,15,PLC_Tricanter,DB102.DBW16,DB102.DBX16.7
205,Discrete_alarm_205,Tricanter M144,Alarmword_10,0,PLC_Tricanter,DB102.DBW18,DB102.DBX19.0
206,Discrete_alarm_206,Tricanter M145,Alarmword_10,1,PLC_Tricanter,DB102.DBW18,DB102.DBX19.1
207,Discrete_alarm_207,Tricanter M146,Alarmword_10,2,PLC_Tricanter,DB102.DBW18,DB102.DBX19.2
208,Discrete_alarm_208,Tricanter M147,Alarmword_10,3,PLC_Tricanter,DB102.DBW18,DB102.DBX19.3
209,Discrete_alarm_209,Tricanter M148,Alarmword_10,4,PLC_Tricanter,DB102.DBW18,DB102.DBX19.4
210,Discrete_alarm_210,Tricanter M149,Alarmword_10,5,PLC_Tricanter,DB102.DBW18,DB102.DBX19.5
211,Discrete_alarm_211,Tricanter M150,Alarmword_10,6,PLC_Tricanter,DB102.DBW18,DB102.DBX19.6
212,Discrete_alarm_212,Tricanter M151,Alarmword_10,7,PLC_Tricanter,DB102.DBW18,DB102.DBX19.7
213,Discrete_alarm_213,Tricanter M152 ,Alarmword_10,8,PLC_Tricanter,DB102.DBW18,DB102.DBX18.0
214,Discrete_alarm_214,Tricanter M153 ,Alarmword_10,9,PLC_Tricanter,DB102.DBW18,DB102.DBX18.1
215,Discrete_alarm_215,Tricanter M154,Alarmword_10,10,PLC_Tricanter,DB102.DBW18,DB102.DBX18.2
216,Discrete_alarm_216,Tricanter M155,Alarmword_10,11,PLC_Tricanter,DB102.DBW18,DB102.DBX18.3
217,Discrete_alarm_217,Tricanter M156,Alarmword_10,12,PLC_Tricanter,DB102.DBW18,DB102.DBX18.4
218,Discrete_alarm_218,Tricanter M157,Alarmword_10,13,PLC_Tricanter,DB102.DBW18,DB102.DBX18.5
219,Discrete_alarm_219,Tricanter M158,Alarmword_10,14,PLC_Tricanter,DB102.DBW18,DB102.DBX18.6
220,Discrete_alarm_220,Tricanter M159,Alarmword_10,15,PLC_Tricanter,DB102.DBW18,DB102.DBX18.7
